FSCL_YR,MINE,DEPT_EN_DESC,RCPNT_CLS_EN_DESC,RCPNT_NML_EN_DESC,AGRG_PYMT_AMT
2006/2007,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grant Payments for the Canadian Agricultural Income Stabilization Inventory Transition Initiative","Swag Land And Cattle Inc Emerald Park Sask",224791
2006/2007,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grant Payments for the Canadian Agricultural Income Stabilization Inventory Transition Initiative","Templeton Farms Ltd Regina Sask",120725
2006/2007,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grant Payments for the Canadian Agricultural Income Stabilization Inventory Transition Initiative","Vandenhurk Farms Ltd Macoun Sask",120030
2006/2007,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grant Payments for the Canadian Agricultural Income Stabilization Inventory Transition Initiative","Yves Garez Honey Inc Nipawin Sask",107740
2006/2007,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grant Payments for the Canadian Agri-Food Policy Institute","Canadian Agri-Food Policy Institute Ottawa Ont",15000000
2006/2007,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grant Payments for the Golden Nematode Disaster Program","Les Patates Viateur & Sylvain Inc Sainte-Julie Que",163356
2006/2007,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural research in universities and other scientific organizations in Canada","Natural Sciences & Engineering Research Council of Canada Ottawa Ont",986199
2006/2007,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants to organizations to facilitate adaptation and rural development within the Agriculture and Agri-food Sector","Agri-Adapt Council Ltd Mount Pearl NL",795227
2006/2007,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants to organizations to facilitate adaptation and rural development within the Agriculture and Agri-food Sector","Agriculture Adaptation Council Guelph Ont",9999120
2006/2007,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants to organizations to facilitate adaptation and rural development within the Agriculture and Agri-food Sector","Agriculture & Food Council Nisku Alta",10526286
2006/2007,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants to organizations to facilitate adaptation and rural development within the Agriculture and Agri-food Sector","Agri-Futures Nova Scotia Truro NS",1530777
2006/2007,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants to organizations to facilitate adaptation and rural development within the Agriculture and Agri-food Sector","Fonds de développement de la transformation alimentaire Montreal Que",1534877
2006/2007,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants to organizations to facilitate adaptation and rural development within the Agriculture and Agri-food Sector","Investment Agriculture Foundation of British Columbia Victoria BC",2299487
2006/2007,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants to organizations to facilitate adaptation and rural development within the Agriculture and Agri-food Sector","Manitoba Rural Adaptation Council Winnipeg Man",3452047
2006/2007,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants to organizations to facilitate adaptation and rural development within the Agriculture and Agri-food Sector","New Brunswick Agricultural Council Inc Fredericton NB",1406132
2006/2007,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants to organizations to facilitate adaptation and rural development within the Agriculture and Agri-food Sector","Nunavut Harvesters Association Rankin Inlet Nunavut",131000
2006/2007,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants to organizations to facilitate adaptation and rural development within the Agriculture and Agri-food Sector","Prince Edward Island ADAPT Council Charlottetown PEI",1245624
2006/2007,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants to organizations to facilitate adaptation and rural development within the Agriculture and Agri-food Sector","Saskatchewan Council for Community Development Inc Saskatoon Sask",5712121
2006/2007,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants to organizations to facilitate adaptation and rural development within the Agriculture and Agri-food Sector","Territorial Farmers Association (TFA) Hay River NWT",305048
2006/2007,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants to organizations to facilitate adaptation and rural development within the Agriculture and Agri-food Sector","Yukon Agricultural Association (YAA) Whitehorse YT",302886
2006/2007,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for Agriculture and Agri-food Sector Assistance-Environment","Agriculture Adaptation Council Guelph Ont",321824
2006/2007,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for Agriculture and Agri-food Sector Assistance-Environment","Agrium Calgary Alta",145169
2006/2007,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for Agriculture and Agri-food Sector Assistance-Environment","Alberta Environmental Farm Plan Company Edmonton Alta",3950322
2006/2007,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for Agriculture and Agri-food Sector Assistance-Environment","Alberta Riparian Habitat Management Society Lethbridge Alta",204403
2006/2007,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for Agriculture and Agri-food Sector Assistance-Environment","Bow River Irrigation District Vauxhall Alta",112291
2006/2007,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for Agriculture and Agri-food Sector Assistance-Environment","Canadian Cattlemens Association Calgary Alta",185000
2006/2007,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for Agriculture and Agri-food Sector Assistance-Environment","Canadian Pork Council Fredericton NB",136629
2006/2007,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for Agriculture and Agri-food Sector Assistance-Environment","Conseil pour le développement de l'agriculture du Québec Longueuil Que",2106004
2006/2007,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for Agriculture and Agri-food Sector Assistance-Environment","County of Lethbridge Lethbridge Alta",161532
2006/2007,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for Agriculture and Agri-food Sector Assistance-Environment","Dairy Farmers of Canada Ottawa Ont",116000
2006/2007,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for Agriculture and Agri-food Sector Assistance-Environment","Deerwood Soil and Water Management Association Miami Man",136785
2006/2007,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for Agriculture and Agri-food Sector Assistance-Environment","District of Summerland Summerland BC",108334
2006/2007,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for Agriculture and Agri-food Sector Assistance-Environment","Ducks Unlimited Canada Williams Lake BC",120454
2006/2007,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for Agriculture and Agri-food Sector Assistance-Environment","East Peace Water Co-Op Ltd Peace River Alta",124281
2006/2007,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for Agriculture and Agri-food Sector Assistance-Environment","Farm Stewardship Association of Manitoba Inc Winnipeg Man",856410
2006/2007,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for Agriculture and Agri-food Sector Assistance-Environment","First Nations Agricultural Council Saskatoon Sask",491743
2006/2007,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for Agriculture and Agri-food Sector Assistance-Environment","Investment Agriculture Foundation of British Columbia Victoria BC",1582348
2006/2007,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for Agriculture and Agri-food Sector Assistance-Environment","Island Nature Trust Charlotterown PEI",130640
2006/2007,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for Agriculture and Agri-food Sector Assistance-Environment","Keystone Vegetable Producers Portage La Prairie Man",615594
2006/2007,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for Agriculture and Agri-food Sector Assistance-Environment","Lethbridge Northern Irrigation District Lethbridge Alta",183406
2006/2007,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for Agriculture and Agri-food Sector Assistance-Environment","Manitoba Association of Agricultural Societies Inc Winnipeg Man",116700
2006/2007,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for Agriculture and Agri-food Sector Assistance-Environment","Manitoba Forage Council Inc Selkirk Man",403506
2006/2007,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for Agriculture and Agri-food Sector Assistance-Environment","Manitoba Habitat Heritage Corp Winnipeg Man",264609
2006/2007,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for Agriculture and Agri-food Sector Assistance-Environment","Melfort Rural Pipeline Association Tisdale Sask",125640
2006/2007,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for Agriculture and Agri-food Sector Assistance-Environment","Ministère de l'agriculture des pêcheries et de l'alimentation du Québec Quebec Que",5301866
2006/2007,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for Agriculture and Agri-food Sector Assistance-Environment","Municipality of The County of Antigonish Antigonish NS",100000
2006/2007,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for Agriculture and Agri-food Sector Assistance-Environment","Newfoundland Exchequer Account St John's NL",102954
2006/2007,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for Agriculture and Agri-food Sector Assistance-Environment","North East Indian Head Rural Water Utility Indian Head Sask",284845
2006/2007,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for Agriculture and Agri-food Sector Assistance-Environment","Nova Scotia Agricultural College Truro NS",171759
2006/2007,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for Agriculture and Agri-food Sector Assistance-Environment","Nova Scotia Department of Agriculture & Fisheries Truro NS",290104
2006/2007,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for Agriculture and Agri-food Sector Assistance-Environment","Ontario Federation of Agriculture Toronto Ont",18434307
2006/2007,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for Agriculture and Agri-food Sector Assistance-Environment","Ontario Soil & Crop Improvement Association Guelph Ont",2138792
2006/2007,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for Agriculture and Agri-food Sector Assistance-Environment","PEI Department of Agriculture Fisheries and Aquaculture Charlottetown PEI",120327
2006/2007,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for Agriculture and Agri-food Sector Assistance-Environment","PEI Federation of Agriculture Charlottetown PEI",225917
2006/2007,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for Agriculture and Agri-food Sector Assistance-Environment","PEI Department of Environment Energy and Forestry Charlottetown PEI",193414
2006/2007,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for Agriculture and Agri-food Sector Assistance-Environment","Province of New Brunswick Fredericton NB",1373953
2006/2007,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for Agriculture and Agri-food Sector Assistance-Environment","Provincial Council of Agriculture Development and Diversification Boards for Saskatchewan Inc Saskatoon Sask",2525059
2006/2007,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for Agriculture and Agri-food Sector Assistance-Environment","Queen's University Kingston Ont",250000
2006/2007,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for Agriculture and Agri-food Sector Assistance-Environment","Red River Basin Commission Winnipeg Man",149998
2006/2007,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for Agriculture and Agri-food Sector Assistance-Environment","Regina South Pipeline Public Utility Board Regina Sask",533812
2006/2007,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for Agriculture and Agri-food Sector Assistance-Environment","Rotary Micropower Inc Ottawa Ont",115664
2006/2007,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for Agriculture and Agri-food Sector Assistance-Environment","Rural Municipality of Grey Elm Creek Man",119746
2006/2007,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for Agriculture and Agri-food Sector Assistance-Environment","Rural Municipality of North Norfolk Macgregor Man",2600000
2006/2007,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for Agriculture and Agri-food Sector Assistance-Environment","Rural Municipality of Portage La Prairie Portage La Prairie Man",165374
2006/2007,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for Agriculture and Agri-food Sector Assistance-Environment","Rural Municipality of Thompson Miami Man",194078
2006/2007,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for Agriculture and Agri-food Sector Assistance-Environment","Rural Municipality of Wallace Virden Man",399947
2006/2007,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for Agriculture and Agri-food Sector Assistance-Environment","Rural Municipality of Westbourne Gladstone Man",1297030
2006/2007,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for Agriculture and Agri-food Sector Assistance-Environment","Saskatchewan Watershed Authority Regina Sask",100523
2006/2007,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for Agriculture and Agri-food Sector Assistance-Environment","Soil Conservation of Canada Indian Head Sask",2200000
2006/2007,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for Agriculture and Agri-food Sector Assistance-Environment","South Nation Conservation Berwick Ont",164964
2006/2007,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for Agriculture and Agri-food Sector Assistance-Environment","South Saskatchewan River Irrigation District 1 Inc Outlook Sask",122718
2006/2007,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for Agriculture and Agri-food Sector Assistance-Environment","St Mary River Irrigation District Lethbridge Alta",352523
2006/2007,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for Agriculture and Agri-food Sector Assistance-Environment","Township of Spallumcheen Spallumcheen BC",224823
2006/2007,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for Agriculture and Agri-food Sector Assistance-Environment","University of Guelph Guelph Ont",116489
2006/2007,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for Agriculture and Agri-food Sector Assistance-Environment","University of Victoria Victoria BC",131450
2006/2007,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for Agriculture and Agri-food Sector Assistance -Food Safety and Food Quality","Canadian Association of Food Banks Toronto Ont",124324
2006/2007,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for Agriculture and Agri-food Sector Assistance -Food Safety and Food Quality","Canadian Cattlemen's Association Calgary Alta",111320
2006/2007,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for Agriculture and Agri-food Sector Assistance -Food Safety and Food Quality","Canadian Federation of Agriculture Ottawa Ont",1612700
2006/2007,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for Agriculture and Agri-food Sector Assistance -Food Safety and Food Quality","Central Development Corporation Ltd Central Bedeque PEI",229951
2006/2007,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for Agriculture and Agri-food Sector Assistance -Food Safety and Food Quality","Dairy Farmers of Canada Ottawa Ont",1808929
2006/2007,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for Agriculture and Agri-food Sector Assistance -Food Safety and Food Quality","Equine Canada Ottawa Ont",232801
2006/2007,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for Agriculture and Agri-food Sector Assistance -Food Safety and Food Quality","GS1 Canada Toronto Ont",133709
2006/2007,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for Agriculture and Agri-food Sector Assistance -Food Safety and Food Quality","Manitoba Food Safety Initiative Portage La Prairie Man",534805
2006/2007,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for Agriculture and Agri-food Sector Assistance -Food Safety and Food Quality","Nova Scotia Department of Agriculture Halifax NS",103377
2006/2007,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for Agriculture and Agri-food Sector Assistance -Food Safety and Food Quality","Ontario Ministry of Agriculture Food and Rural Affairs Guelph Ont",2215381
2006/2007,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for Agriculture and Agri-food Sector Assistance -Food Safety and Food Quality","Provincial Health Services Vancouver BC",567454
2006/2007,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for Agriculture and Agri-food Sector Assistance -Food Safety and Food Quality","Provincial Treasurer of Alberta Edmonton Alta",726382
2006/2007,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions for Agriculture and Agri-food Sector Assistance -Food Safety and Food Quality","Small Scale Food Processor Association Nanaimo BC",115528
2006/2007,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions in support of Business Risk Management Programs under the Agri-cultural Policy Framework-Canadian Agricultural Income Stabilization Program","71844 Manitoba Ltd Ethelbert Man",114882
2006/2007,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions in support of Business Risk Management Programs under the Agri-cultural Policy Framework-Canadian Agricultural Income Stabilization Program","Agricorp-Canada Ontario CAIS Program Guelph Ont",5240000
2006/2007,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions in support of Business Risk Management Programs under the Agri-cultural Policy Framework-Canadian Agricultural Income Stabilization Program","AIC (PEI) Charlottetown PEI",126063
2006/2007,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions in support of Business Risk Management Programs under the Agri-cultural Policy Framework-Canadian Agricultural Income Stabilization Program","Barnabe Grain Farms Ltd Letellier Man",124802
2006/2007,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions in support of Business Risk Management Programs under the Agri-cultural Policy Framework-Canadian Agricultural Income Stabilization Program","Blight & Blight Ltd Oakville Man",184834
2006/2007,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions in support of Business Risk Management Programs under the Agri-cultural Policy Framework-Canadian Agricultural Income Stabilization Program","Border Farms Ltd Gretna Man",136644
2006/2007,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions in support of Business Risk Management Programs under the Agri-cultural Policy Framework-Canadian Agricultural Income Stabilization Program","Fermes Semences Ouellette Seed Farm Ltee Grand Falls NB",146271
2006/2007,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions in support of Business Risk Management Programs under the Agri-cultural Policy Framework-Canadian Agricultural Income Stabilization Program","Flying 'S' Farms Ltd Eatonia Sask",139497
2006/2007,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions in support of Business Risk Management Programs under the Agri-cultural Policy Framework-Canadian Agricultural Income Stabilization Program","Glenway Colony Farms Ltd Brandon Man",132815
2006/2007,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions in support of Business Risk Management Programs under the Agri-cultural Policy Framework-Canadian Agricultural Income Stabilization Program","Guy Saurette Farms Ltd Aubigny Man",122729
2006/2007,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions in support of Business Risk Management Programs under the Agri-cultural Policy Framework-Canadian Agricultural Income Stabilization Program","H Fehr Co Ltd Gretna Man",181182
2006/2007,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions in support of Business Risk Management Programs under the Agri-cultural Policy Framework-Canadian Agricultural Income Stabilization Program","Interlake Agri Ltd Fisher Branch Man",161672
2006/2007,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions in support of Business Risk Management Programs under the Agri-cultural Policy Framework-Canadian Agricultural Income Stabilization Program","Konrad Farms Ltd Manitou Man",101312
2006/2007,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions in support of Business Risk Management Programs under the Agri-cultural Policy Framework-Canadian Agricultural Income Stabilization Program","Minister of Finance of Quebec Quebec Que",62981027
2006/2007,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions in support of Business Risk Management Programs under the Agri-cultural Policy Framework-Canadian Agricultural Income Stabilization Program","Oak Summit Farms Ltd Foxwarren Man",118853
2006/2007,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions in support of Business Risk Management Programs under the Agri-cultural Policy Framework-Canadian Agricultural Income Stabilization Program","Piroche Plants Inc Pitt Meadows BC",366325
2006/2007,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Contributions in support of Business Risk Management Programs under the Agri-cultural Policy Framework-Canadian Agricultural Income Stabilization Program","Ponteix Hutterian Brethren Ponteix Sask",100523
