FSCL_YR,MINE,DEPT_EN_DESC,RCPNT_CLS_EN_DESC,RCPNT_NML_EN_DESC,AGRG_PYMT_AMT
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfer payments to persons","Aliments Breton Inc Saint-Bernard Que",274691
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfer payments to persons","Atlantic Turfgrass Research Foundation Inc Truro NS",131498
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfer payments to persons","Bow River Irrigation District Vauxhall Alta",625033
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfer payments to persons","County of Lethbridge Rural Water Association Ltd Lethbridge Alta",144245
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfer payments to persons","Deerwood Soil and Water Miami Man",174572
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfer payments to persons","Ferme Bel Porcs Ltée Saint-Anselme Que",147192
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfer payments to persons","Highway 41 Water Utility Aberdeen Sask",331081
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfer payments to persons","Keystone Vegetable Producers Association Portage La Prairie Man",418532
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfer payments to persons","Les Élevages Salvail Nord Inc Ange-Gardien Que",230245
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfer payments to persons","Maple Leaf Agri-Farms Landmark Man",500000
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfer payments to persons","Milk River Watershed Council Canada Milk River Alta",109950
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfer payments to persons","Nova Scotia Federation of Agriculture Truro NS",349500
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfer payments to persons","Prince Edward Island Soil and Crop Improvement Association Charlottetown PEI",139706
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfer payments to persons","Profid'Or Coopérative Agricole Joliette Que",103589
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfer payments to persons","Puratone Corporation Niverville Man",128622
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfer payments to persons","R Robitaille et Fils Inc Farnham Que",198115
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfer payments to persons","SHL Rural Pipeline Association Lake Lenore Sask",267831
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfer payments to persons","South Norfolk-Treherne Community Development Corporation Treherne Man",226650
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfer payments to persons","Sunrise Greenhouses Ltd Vineland Station Ont",126812
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfer payments to persons","Viterra Inc Livestock Feed and Services Division Okotoks Alta",193467
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfer payments to persons","Westbrook Greenhouses Limited Grimsby Ont",636997
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","3146600 Manitoba Ltd New Bothwell Man",218861
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","3529941 Manitoba Ltd Steinbach Man",900000
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","4119593 Manitoba Ltd Plumas Man",111391
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","4603398 Manitoba Ltd Steinbach Man",900000
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","71844 Manitoba Ltd Ethelbert Man",126414
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Agricorp Guelph Ont",39176274
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Agriculture Financial Services Corp Lacombe Alta",2070000
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","B and M Farms Ltd Plum Coulee Man",127679
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Bacon Acres Inc Steinbach Man",173391
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Bft Weanlings Ltd Altona Man",160240
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Big Sky Farms Inc Humboldt Sask",1717502
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Bioniche Life Sciences Inc Belleville Ont",435324
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Blue Ribbon Swine Inc Randolph Man",378495
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Border Genetics Ltd Oak Bluff Man",232301
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Can Pro Ingredients Ltd Saskatoon Sask",3928249
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Canmark Family Farming Ltd Roblin Man",257072
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Castlewood Farms Ltd Morris Man",209804
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Chesterfield Stock Farm 1997 Ltd Mantario Sask",153846
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Colarome Inc St-Hubert Que",314877
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Cook Feeders Ltd Teulon Man",150281
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Crossline Farms Ltd Manitou Man",138126
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Cudworth Pork Investors Group Inc Cudworth Sask",344077
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Cypress Hutterian Brethren Maple Creek Sask",103414
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Devonridge Farms Inc Rivers Man",261886
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Dutch Barn Limited Partnership Cardale Man",191731
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Eggi's Farm Ltd Kleefeld Man",121178
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Elite Stock Farm Ltd Outlook Sask",171633
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Fairway Farms Ltd Naicam Sask",188161
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Ferme Nord-Est Limitee Penobsquis NB",288019
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Flexible Solutions Ltd Victoria BC",393797
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Fort Pitt Farms Inc Lloydminster Sask",347502
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Freeman Herbs Inc Beamsville Ont",164888
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Gemstone Farms Ltd Winnipeg Man",174828
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Golden Gilt Inc Steinbach Man",200715
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Heritage Hogs Ltd Niverville Man",106286
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Hock N Ham Farms Ltd Reston Man",112440
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Hyota Farms Ltd La Broqueri Man",337129
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Hytek Ltd La Broqueri Man",900000
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","J V Hog Farms Limited Steinbach Man",343902
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Jurassic Pork Inc Steinbach Man",473271
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Kelly Farms Ltd Niverville Man",193081
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Kilback Stock Farm Ltd Balgonie Sask",187659
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Kilkenny Pork Ltd Partnership Niverville Man",103147
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Koho Pork Inc Steinbach Man",431190
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Martin Farms Ltd East Selkirk Man",257308
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Metz Farms Limited New Canaan NB",198995
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Mid-Way Farms Inc Winkler Man",155968
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Ministère des Finances du Québec Québec Que",77551155
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Morris Piglets Ltd Winkler Man",282890
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Multi-Pork Inc Morris Man",440537
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","New Generation Pork Glossop Inc Winnipeg Man",226294
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","New Generation Pork Mapleton Inc Winnipeg Man",108232
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Northland Pork Inc Randolph Man",118358
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Paradigm Farms Ltd Niverville Man",146730
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Pembina Pork Ltd Gretna Man",174615
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Platinum Pork Inc Altona Man",108207
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Pogo Palace Ltd La Broqueri Man",130290
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Porcherie Gauthier Ltée Landmark Man",188536
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Porcherie La Montagne Ltée Notre Dame Man",220163
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Porcherie Lac du Onze Ltée Notre Dame Man",532742
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Porcherie Notre Dame Ltée Notre Dame Man",121871
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Premium Pig Producers Niverville Man",105019
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","PSC Elstow Research Farm Inc Saskatoon Sask",146407
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Puratone Corporation Niverville Man",900000
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Quinfield Farm Ltd Winnipeg Man",119289
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Ritchie-Smith Farms Ltd Abbotsford BC",226563
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Roadside Pork Ltd Winkler Man",162839
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Rosenfeld Piglets Ltd Niverville Man",120262
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Royal Pork Inc Morris Man",220163
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","SciMed Technologies Inc Edmonton Alta",210563
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Shoreline Swine Ltd Altona Man",149023
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Silver Pine Swine Inc Winnipeg Man",143837
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Sinnett Pork Farm Ltd Leroy Sask",399792
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Sovalac Inc Québec Que",450000
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","SS Wine Inc Steinbach Man",410133
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Stephen Moffett Ltd Penobsquis NB",140092
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Sunnybrook Swine Inc Winnipeg Man",145604
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Super Gro Gilts Ltd Landmark Man",165167
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Superior Freeze Dry Corporation Chilliwack BC",762422
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Superior Weanlings Ltd Winnipeg Man",115090
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","T and D Neufeld Farms Inc Niverville Man",119036
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Techni-Gro Greenhouses Inc Chilliwack BC",122557
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Topeaka Farms Ltd Grunthal Man",340946
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Ueffing Farms Limited Canning NS",177940
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Weststar Pork Inc Randolph Man",111251
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Willow Creek Colony Farms Ltd Cartwright Man",143233
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other subsidies to industry","Advantage Credit Union Kinistino Sask",107595
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other subsidies to industry","Alberta Treasury Branches Edmonton Alta",2125791
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other subsidies to industry","BMO Financial Group Toronto Ont",17645732
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other subsidies to industry","Caisse Desjardins Montréal Que",877427
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other subsidies to industry","Canadian Canola Growers Carman Man",163040
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other subsidies to industry","CIBC Toronto Ont",4699315
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other subsidies to industry","Dufferin Credit Union Ltd Carman Man",270911
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other subsidies to industry","Farm Credit Canada Regina Sask",120365
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other subsidies to industry","National Bank Financial Group Montréal Que",2139002
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other subsidies to industry","Royal Bank of Canada Toronto Ont",119601
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other subsidies to industry","Scotiabank Toronto Ont",1049705
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other subsidies to industry","Steinbach Credit Union Steinbach Man",677535
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfer payments to provinces and territories","Agricorp Toronto Ont",58363593
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfer payments to provinces and territories","Agriculture and Aquaculture Fredericton NB",114000
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfer payments to provinces and territories","Agriculture Financial Services Corporation Lacombe Alta",123554763
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfer payments to provinces and territories","Alberta Agriculture and Food Irrigation Branch Lethbridge Alta",737051
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfer payments to provinces and territories","Alberta Agriculture and Rural Edmonton Alta",497173
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfer payments to provinces and territories","Alberta Employment Immigration and Industry Edmonton Alta",1134125
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfer payments to provinces and territories","Farm Credit Canada Regina Sask",782142
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfer payments to provinces and territories","Manitoba Food Safety Initiative Portage la Prairie Man",896353
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfer payments to provinces and territories","Manitoba Association of Agricultural Societies Inc Morris Man",1152518
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfer payments to provinces and territories","Minister of Finance of British Columbia Victoria BC",500979
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfer payments to provinces and territories","Minister of Finance of Manitoba Winnipeg Man",1754676
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfer payments to provinces and territories","Minister of Finance of New Brunswick Fredericton NB",3264829
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfer payments to provinces and territories","Minister of Finance of Saskatchewan Regina Sask",4840788
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfer payments to provinces and territories","Ministère de l'Agriculture des Pêcheries et de l'Alimentation du Québec Sainte-Foy Que",9209895
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfer payments to provinces and territories","Ministre des Finances du Québec Québec Que",7042527
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfer payments to provinces and territories","Newfoundland Exchequer Account St John's NL",365574
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfer payments to provinces and territories","Nova Scotia Crop and Livestock Insurance Commision Truro NS",1172487
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfer payments to provinces and territories","Nova Scotia Department of Agriculture Halifax NS",1687032
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfer payments to provinces and territories","Ontario Ministry of Agriculture Food and Rural Affairs Guelph Ont",7139839
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfer payments to provinces and territories","Prince Edward Island Agricultural Insurance Corporation Charlottetown PEI",5567215
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfer payments to provinces and territories","Prince Edward Island Department of Environment Energy and Forestry Charlottetown PEI",940248
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfer payments to provinces and territories","Province de Québec Québec Que",33583503
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfer payments to provinces and territories","Province of British Columbia Victoria BC",5020708
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfer payments to provinces and territories","Province of Manitoba Portage la Prairie Man",73715903
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfer payments to provinces and territories","Province of New Brunswick Fredericton NB",975494
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfer payments to provinces and territories","Province of Saskatchewan Regina Sask",17697423
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfer payments to provinces and territories","Provincial Treasurer of Alberta Edmonton Alta",1063489
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfer payments to provinces and territories","Saskatchewan Crop Insurance Melville Sask",147842153
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfer payments to provinces and territories","Wildlife Damage Compensation Melville Sask",2705816
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfer payments to or on behalf of international organizations and foreign countries","BC Salmon Marketing Council Vancouver BC",514455
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfer payments to or on behalf of international organizations and foreign countries","Canada Pork International Ottawa Ont",2939327
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfer payments to or on behalf of international organizations and foreign countries","Canadian Aquaculture Industry Alliance Ottawa Ont",197464
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfer payments to or on behalf of international organizations and foreign countries","Canadian Association of Prawn Producers Manotick Ont",133347
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfer payments to or on behalf of international organizations and foreign countries","Canadian Cattlemen's Association Calgary Alta",7002393
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfer payments to or on behalf of international organizations and foreign countries","Canadian Equestrian Federation Ottawa Ont",217560
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfer payments to or on behalf of international organizations and foreign countries","Canadian Food Exporters Association Don Mills Ont",447389
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfer payments to or on behalf of international organizations and foreign countries","Canadian International Grains Winnipeg Man",3311630
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfer payments to or on behalf of international organizations and foreign countries","Canadian Livestock Genetics Association Guelph Ont",556499
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfer payments to or on behalf of international organizations and foreign countries","Canadian Malting Barley Technical Centre Winnipeg Man",329601
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfer payments to or on behalf of international organizations and foreign countries","Canadian Pacific Kazunoko Association Vancouver BC",682798
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfer payments to or on behalf of international organizations and foreign countries","Canadian Swine Exporters Association Woodstock Ont",595867
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfer payments to or on behalf of international organizations and foreign countries","Canadian Vintners Association Ottawa Ont",102718
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfer payments to or on behalf of international organizations and foreign countries","Canadian Western Agribition Regina Sask",148200
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfer payments to or on behalf of international organizations and foreign countries","Fédération des Producteurs Acéricoles du Québec Longueuil Que",167843
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfer payments to or on behalf of international organizations and foreign countries","Fisheries Council of Canada Ottawa Ont",161875
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfer payments to or on behalf of international organizations and foreign countries","Food Beverage Canada Edmonton Alta",548024
2008/2009,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfer payments to or on behalf of international organizations and foreign countries","Fur Farmers of Canada Thornhill Ont",427554
