FSCL_YR,MINC,MINE,DepartmentNumber-Numéro-de-Ministère,DEPT_EN_DESC,RCPNT_CLS_EN_DESC,RCPNT_NML_EN_DESC,TOT_CY_XPND_AMT,AGRG_PYMT_AMT
2014/2015,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Other transfer payments to provinces and territories","Province of British Columbia, Kelowna, British Columbia",0,27953307
2014/2015,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Other transfer payments to provinces and territories","Province of Manitoba, Portage la Prairie, Manitoba",0,112147901
2014/2015,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Transfer payments to other non-profit institutions","Ontario Greenhouse Vegetable Growers, Leamington, Ontario",0,365689
2014/2015,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Transfer payments to other non-profit institutions","Organic Federation of Canada, Montréal, Quebec",0,1449649
2014/2015,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Transfer payments to other non-profit institutions","Pan-Provincial Vaccine Enterprise Inc, Saskatoon, Saskatchewan",0,630000
2014/2015,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Transfer payments to other non-profit institutions","POS Pilot Plant Corporation, Saskatoon, Saskatchewan",0,110612
2014/2015,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Transfer payments to other non-profit institutions","Production en régie intégrée du sud de Montréal, Sherrington, Quebec",0,107984
2014/2015,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Transfer payments to other non-profit institutions","Pulse Canada, Winnipeg, Manitoba",0,569515
2014/2015,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Transfer payments to other non-profit institutions","Saskatchewan Canola Development Commission, Saskatoon, Saskatchewan",0,523052
2014/2015,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Other transfer payments to or behalf of international organizations and foreign countries","Equine Canada, Ottawa, Ontario",0,175750
2014/2015,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Other transfer payments to or behalf of international organizations and foreign countries","Fédération des producteurs acéricoles du Québec, Longueuil, Quebec",0,767150
2014/2015,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Other transfer payments to or behalf of international organizations and foreign countries","Fur Farmers of Canada, Thornhill, Ontario",0,195000
2014/2015,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Other transfer payments to or behalf of international organizations and foreign countries","Groupe Export agroalimentaire, Saint-Bruno, Quebec",0,721011
2014/2015,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Other transfer payments to or behalf of international organizations and foreign countries","Malting Industry Association of Canada, Ottawa, Ontario",0,120667
2014/2015,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Other transfer payments to or behalf of international organizations and foreign countries","North American Fur Association, Toronto, Ontario",0,400000
2014/2015,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Other transfer payments to or behalf of international organizations and foreign countries","Ontario Ginseng Growers Association, Simcoe, Ontario",0,129837
2014/2015,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Other transfer payments to or behalf of international organizations and foreign countries","Pet Industry Joint Advisory Council, Ottawa, Ontario",0,130939
2014/2015,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Other transfer payments to or behalf of international organizations and foreign countries","Prairie Oat Growers Association, Regina, Saskatchewan",0,300000
2014/2015,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Other transfer payments to or behalf of international organizations and foreign countries","Pulse Canada, Winnipeg, Manitoba",0,945482
2014/2015,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Other transfer payments to or behalf of international organizations and foreign countries","Royal Agricultural Winter Fair, Toronto, Ontario",0,135000
2014/2015,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Other transfer payments to or behalf of international organizations and foreign countries","Wild Blueberry Association of North America, Upper Kingsclear, New Brunswick",0,605383
2014/2015,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Other transfer payments to or behalf of international organizations and foreign countries","Transfer payments under $100,000 (40 recipients)",0,1166503
2014/2015,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Transfer payments to universities",,3709696,0
2014/2015,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Transfer payments to universities","Dalhousie University, Halifax, Nova Scotia",0,188562
2014/2015,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Transfer payments to universities","Governors of the University of Alberta, Edmonton, Alberta",0,287925
2014/2015,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Transfer payments to universities","McGill University, Montréal, Quebec",0,445219
2014/2015,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Transfer payments to universities","University of British Columbia, Vancouver, British Columbia",0,308354
2014/2015,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Transfer payments to universities","University of Guelph, Guelph, Ontario",0,837817
2014/2015,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Transfer payments to universities","University of Manitoba, Winnipeg, Manitoba",0,893734
2014/2015,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Transfer payments to universities","University of Saskatchewan, Saskatoon, Saskatchewan",0,703858
2014/2015,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Transfer payments to universities","Transfer payments under $100,000 (4 recipients)",0,44227
2014/2015,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Transfer payments to other non-profit institutions",,38010172,0
2014/2015,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Transfer payments to other non-profit institutions","Agrivita Canada Inc, Saskatoon, Saskatchewan",0,154317
2014/2015,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Transfer payments to other non-profit institutions","Alberta Barley Commission, Calgary, Alberta",0,541278
2014/2015,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Transfer payments to other non-profit institutions","South Nation Conservation, Finch, Ontario",0,111137
2014/2015,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Transfer payments to other non-profit institutions","Soy 20/20, Guelph, Ontario",0,751347
2014/2015,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Transfer payments to other non-profit institutions","Vineland Research and Innovation Centre Inc, Vineland Station, Ontario",0,539097
2014/2015,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Transfer payments to other non-profit institutions","Western Grains Research Foundation, Saskatoon, Saskatchewan",0,506762
2014/2015,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Transfer payments to other non-profit institutions","Transfer payments under $100,000 (49 recipients)",0,454882
2014/2015,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Transfer payments to Municipalities",,18471,0
2014/2015,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Transfer payments to Municipalities","Transfer payments under $100,000 (1 recipient)",0,18471
2014/2015,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Transfer payments to other non-profit institutions","Canadian Fertilizer Institute, Ottawa, Ontario",0,350000
2014/2015,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Transfer payments to other non-profit institutions","Canadian Field Crop Research Alliance, Guelph, Ontario",0,217623
2014/2015,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Transfer payments to other non-profit institutions","Canadian Food Innovators, Winnipeg, Manitoba",0,1042571
2014/2015,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Transfer payments to other non-profit institutions","Canadian Honey Council, Sherwood Park, Alberta",0,133300
2014/2015,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Transfer payments to other non-profit institutions","Canadian Horticultural Council, Ottawa, Ontario",0,1188622
2014/2015,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Transfer payments to other non-profit institutions","Canadian International Grains Institute, Winnipeg, Manitoba",0,1027371
2014/2015,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Transfer payments to other non-profit institutions","Canadian Ornamental Horticulture Alliance, Guelph, Ontario",0,199744
2014/2015,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Transfer payments to other non-profit institutions","Canadian Poultry Research Council, Guelph, Ontario",0,1095000
2014/2015,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Transfer payments to other non-profit institutions","Canadian Seed Growers' Association, Ottawa, Ontario",0,286102
