FSCL_YR,MINC,MINE,DepartmentNumber-Numéro-de-Ministère,DEPT_EN_DESC,RCPNT_CLS_EN_DESC,RCPNT_NML_EN_DESC,TOT_CY_XPND_AMT,AGRG_PYMT_AMT
2011/2012,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Transfer payments to other non-profit institutions","Canadian Farm Business Management Council Ottawa Ont",0,1500000
2011/2012,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Transfer payments to other non-profit institutions","Canadian Cervid Alliance Minnedosa Man",0,381716
2011/2012,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Transfer payments to other non-profit institutions","Canadian Centre for Swine Improvements Inc Ottawa Ont",0,476490
2011/2012,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Transfer payments to other non-profit institutions","Canadian Cattlemen's Association Calgary Alta",0,4250703
2011/2012,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Transfer payments to other non-profit institutions","Canadian Cattle Identification Calgary Alta",0,252147
2011/2012,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Transfer payments to other non-profit institutions","Canadian Bottled Water Association Richmond Hill Ont",0,216587
2011/2012,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Transfer payments to other non-profit institutions","Canadian Aquaculture Industry Alliance Ottawa Ont",0,145662
2011/2012,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Transfer payments to other non-profit institutions","Canadian Animal Health Coalition Guelph Ont",0,1565241
2011/2012,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Transfer payments to other non-profit institutions","Canadian Agricultural Safety Winnipeg Man",0,1338350
2011/2012,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Transfer payments to other non-profit institutions","Canadian 4-H Council Ottawa Ont",0,837250
2011/2012,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Transfer payments to other non-profit institutions","Canada Grains Council Winnipeg Man",0,264241
2011/2012,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Transfer payments to other non-profit institutions","Bioatlantech Fredericton NB",0,238068
2011/2012,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Transfer payments to other non-profit institutions","BC Wine Grape Council Peachland BC",0,130875
2011/2012,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Transfer payments to other non-profit institutions","BC Investment Agriculture Foundation Victoria BC",0,1154303
2011/2012,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Transfer payments to other non-profit institutions","Atlantic Grains Council Moncton NB",0,127286
2011/2012,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Transfer payments to other non-profit institutions","Atlantic Dairy and Forage Institute New Canaan NB",0,515600
2011/2012,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Transfer payments to other non-profit institutions","Agriculture Council of Saskatchewan Inc Saskatoon Sask",0,1257736
2011/2012,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Transfer payments to other non-profit institutions","Agriculture and Food Council Nisku Alta",0,1505203
2011/2012,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Transfer payments to other non-profit institutions","Yukon Agricultural Association Whitehorse Yk",0,304860
2011/2012,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Transfer payments to other non-profit institutions","Western Grains Research Foundation Saskatoon Sask",0,650159
2011/2012,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Transfer payments to other non-profit institutions","Western Barley Growers Association Airdrie Alta",0,258562
2011/2012,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Transfer payments to other non-profit institutions","Vineland Research and Innovation Centre Vineland Station Ont",0,335259
2011/2012,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Transfer payments to other non-profit institutions","Transfer payments under $100,000 (71 recipients)",0,2411247
2011/2012,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Transfer payments to other non-profit institutions","Town Youth Participation Strategies Merrickville Ont",0,100000
2011/2012,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Transfer payments to other non-profit institutions","Southern Interior Beetle Action Coalition Kamloops BC",0,100000
2011/2012,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Transfer payments to other non-profit institutions","South Nation Conservation Finch Ont",0,404829
2011/2012,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Transfer payments to other non-profit institutions","Saskatchewan Herb and Spice Association Saskatoon Sask",0,140300
2011/2012,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Transfer payments to other non-profit institutions","Saskatchewan Association of Watersheds Regina Sask",0,125000
2011/2012,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Transfer payments to other non-profit institutions","Rural Development Institute Brandon University Brandon Man",0,113500
2011/2012,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Transfer payments to other non-profit institutions","Pulse Canada Winnipeg Man",0,3203412
2011/2012,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Transfer payments to other non-profit institutions","Prince Edward Island Adaptation Council Charlottetown PEI",0,449300
2011/2012,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Transfer payments to other non-profit institutions","Organic Federation of Canada Montréal Que",0,1297300
2011/2012,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Transfer payments to other non-profit institutions","Ontario Bean Producers' Marketing Board London Ont",0,145833
2011/2012,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Transfer payments to other non-profit institutions","Ontario Association of Community Futures Development Corporation Inc St Thomas Ont",0,2845682
2011/2012,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Transfer payments to other non-profit institutions","Okanagan Plant Improvement Corporation Summerland BC",0,152756
2011/2012,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Transfer payments to other non-profit institutions","Northwest Territories Association of Municipalities Yellowknife NWT",0,100000
2011/2012,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Transfer payments to other non-profit institutions","New Brunswick Agricultural Council Fredericton NB",0,538690
2011/2012,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Transfer payments to other non-profit institutions","National Sunflower Association of Canada Carman Man",0,286855
2011/2012,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Transfer payments to other non-profit institutions","Mustard 21 Canada Inc Saskatoon Sask",0,362250
2011/2012,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Transfer payments to other non-profit institutions","Manitoba Rural Adaptation Council Winnipeg Man",0,632450
2011/2012,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Transfer payments to other non-profit institutions","Lower Mainland Horticulture Improvement Association Abbotsford BC",0,147317
2011/2012,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Transfer payments to other non-profit institutions","Jewish Community Council of Montreal Montréal Que",0,650650
2011/2012,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Transfer payments to other non-profit institutions","Grape Growers of Ontario Vineland Station Ont",0,420347
2011/2012,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Transfer payments to other non-profit institutions","Fraser Basin Council Society Vancouver BC",0,124878
2011/2012,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Transfer payments to other non-profit institutions","Food Banks Canada Toronto Ont",0,260000
2011/2012,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Transfer payments to other non-profit institutions","Fonds de développement de la transformation alimentaire Inc Montréal Que",0,511721
2011/2012,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Transfer payments to other non-profit institutions","Flax Council of Canada Winnipeg Man",0,2907903
2011/2012,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Transfer payments to other non-profit institutions","Fisheries Council of Canada Ottawa Ont",0,136552
2011/2012,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Transfer payments to other non-profit institutions","Fédération des producteurs acéricoles du Québec Longueuil Que",0,176532
2011/2012,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Transfer payments to other non-profit institutions","Eastern Townships Forest Research Trust Saint-Benoit-du-Lac Que",0,286828
2011/2012,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Transfer payments to other non-profit institutions","Eastern Canada Oilseeds development Alliance Inc Charlottetown PEI",0,782017
2011/2012,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Transfer payments to other non-profit institutions","Dietitians of Canada Toronto Ont",0,168132
2011/2012,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Transfer payments to other non-profit institutions","Deerwood Soil and Water Management Association Miami Man",0,278000
2011/2012,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Transfer payments to other non-profit institutions","Dairy Farmers of Canada Ottawa Ont",0,2129029
2011/2012,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Other transfer payments to provinces and territories","Prince Edward Island Agricultural Insurance Corporation Charlottetown PEI",0,9416836
2011/2012,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Other transfer payments to provinces and territories","Province of British Columbia Kelowna BC",0,18859788
2011/2012,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Other transfer payments to provinces and territories","Province of Manitoba Portage La Prairie Man",0,146478225
2011/2012,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Other transfer payments to provinces and territories","Province of Quebec Québec Que",0,71298365
2011/2012,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Other transfer payments to provinces and territories","Province of Saskatchewan Regina Sask",0,48527590
2011/2012,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Other transfer payments to provinces and territories","Provincial Treasurer of Alberta Edmonton Alta",0,38030278
2011/2012,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Other transfer payments to provinces and territories","Saskatchewan Crop Insurance Melville Sask",0,320921710
2011/2012,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Other transfer payments to provinces and territories","Saskatchewan Research Council Saskatoon Sask",0,1114906
2011/2012,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Other transfer payments to provinces and territories","Transfer payments under $100,000 (1 recipient)",0,18426
2011/2012,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Other transfer payments to provinces and territories","Wildlife Damage Compensation Melville Sask",0,1660041
2011/2012,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Transfer payments to international organizations",,729390,0
2011/2012,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Transfer payments to international organizations","CABI Publishing Wallinford United Kingdom",0,136185
2011/2012,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Transfer payments to international organizations","FAO Rome Italy",0,435204
2011/2012,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Transfer payments to international organizations","Transfer payments under $100,000 (3 recipients)",0,158001
2011/2012,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Other transfer payments to or on behalf of international organizations and foreign countries",,26056736,0
2011/2012,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Other transfer payments to or behalf of international organizations and foreign countries","Atlantic Food & Beverage Processors Association Moncton NB",0,295470
2011/2012,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Other transfer payments to or behalf of international organizations and foreign countries","BC Salmon Marketing Council Vancouver BC",0,229681
2011/2012,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Other transfer payments to or behalf of international organizations and foreign countries","Canada Organic Trade Association Sackville NB",0,258416
2011/2012,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Other transfer payments to or behalf of international organizations and foreign countries","Canadian Aquaculture Industry Alliance Ottawa Ont",0,1139271
2011/2012,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Other transfer payments to or behalf of international organizations and foreign countries","Canadian Association of Prawn Producers Manotick Ont",0,165000
2011/2012,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Other transfer payments to or behalf of international organizations and foreign countries","Canadian Cattlemen's Association Calgary Alta",0,4893823
2011/2012,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Other transfer payments to or behalf of international organizations and foreign countries","Canadian Food Exporters Association Toronto Ont",0,1098875
2011/2012,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Other transfer payments to or behalf of international organizations and foreign countries","Canadian Horticultural Council Ottawa Ont",0,264022
2011/2012,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Other transfer payments to or behalf of international organizations and foreign countries","Canadian International Grains Institute Winnipeg Man",0,3879215
2011/2012,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Other transfer payments to or behalf of international organizations and foreign countries","Canadian Livestock Genetics Association Guelph Ont",0,1490365
2011/2012,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Other transfer payments to or behalf of international organizations and foreign countries","Canadian Malting Barley Technical Centre Winnipeg Man",0,390000
2011/2012,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Other transfer payments to or behalf of international organizations and foreign countries","Canadian Pacific Kazunoko Association Vancouver BC",0,566076
2011/2012,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Agricultural Subsidies","Thiessen Acres Ltd Morden Man",0,276411
2011/2012,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Agricultural Subsidies","Tobique Farms Operating Limited Dsl de Drummond NB",0,130282
2011/2012,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Agricultural Subsidies","Topeaka Farms Ltd Grunthal Man",0,474267
2011/2012,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Agricultural Subsidies","Transfer payments under $100,000 (126,800 recipients)",0,241838977
2011/2012,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Agricultural Subsidies","Treesbank Colony Farms Ltd Wawanesa Man",0,164898
2011/2012,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Agricultural Subsidies","Tri-Leaf Colony Farms Ltd Baldur Man",0,191403
2011/2012,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Agricultural Subsidies","Viandes du Breton Inc Rivière-Du-Loup Que",0,2007500
2011/2012,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Transfer payments to municipalities","County of Lethbridge Lethbridge Alta",0,125972
2011/2012,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Transfer payments to municipalities",,125972,0
2011/2012,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Agricultural Subsidies","Viterra Inc Portage La Prairie Man",0,161200
2011/2012,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Agricultural Subsidies","Wellwood Colony Farms Ltd Ninette Man",0,421518
2011/2012,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Agricultural Subsidies","Windy Bay Colony Farms Ltd Pilot Mound Man",0,406832
2011/2012,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Agricultural Subsidies","XL Foods Inc Calgary Alta",0,1275044
2011/2012,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Other subsidies to industry",,41222836,0
2011/2012,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Other subsidies to industry","9113-0476 Quebec INC La Baie Que",0,293394
2011/2012,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Other subsidies to industry","Access Credit Union Carman Man",0,1053942
2011/2012,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Other subsidies to industry","Alberta Tresury Branches Edmonton Alta",0,922762
2011/2012,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Other subsidies to industry","Bank of Nova Scotia Halifax NS",0,1600280
2011/2012,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Other subsidies to industry","BMO Financial Group Toronto Ont",0,23144183
2011/2012,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Other subsidies to industry","CIBC Toronto Ont",0,10629033
2011/2012,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Other subsidies to industry","Del's Pastry Ltd Toronto Ont",0,400000
2011/2012,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Other subsidies to industry","Feeder Association of Alberta Ltd Edmonton Alta",0,933851
2011/2012,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Other subsidies to industry","Meunerie Milanaise Inc Milan Que",0,748824
2011/2012,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Other subsidies to industry","Mouvement des caisses Desjardins Lévis Que",0,174070
2011/2012,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Other subsidies to industry","National Bank Financial Group Montréal Que",0,12209383
2011/2012,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Other subsidies to industry","Nieuwland Feed & Supply Ltd Drayton Ont",0,126978
2011/2012,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Other subsidies to industry","Province of Saskatchewan Regina Sask",0,268573
2011/2012,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Other subsidies to industry","Royal Bank of Canada Toronto Ont",0,2220469
2011/2012,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Other subsidies to industry","Shandiz Trading Inc Markham Ont",0,277371
