FSCL_YR,MINE,DEPT_EN_DESC,RCPNT_CLS_EN_DESC,RCPNT_NML_EN_DESC,AGRG_PYMT_AMT
2003/2004,"FOREIGN AFFAIRS AND INTERNATIONAL TRADE","FOREIGN AFFAIRS AND INTERNATIONAL TRADE","Commonwealth Secretariat","Commonwealth Secretariat London GB",5285977
2003/2004,"FOREIGN AFFAIRS AND INTERNATIONAL TRADE","FOREIGN AFFAIRS AND INTERNATIONAL TRADE","Commonwealth Youth Program","Commonwealth Youth Program London GB",1553970
2003/2004,"FOREIGN AFFAIRS AND INTERNATIONAL TRADE","FOREIGN AFFAIRS AND INTERNATIONAL TRADE","World Customs Organization","World Customs Organization Brussels BE",403932
2003/2004,"FOREIGN AFFAIRS AND INTERNATIONAL TRADE","FOREIGN AFFAIRS AND INTERNATIONAL TRADE","Food and Agriculture Organization","Food and Agriculture Organization Rome IT",13068321
2003/2004,"FOREIGN AFFAIRS AND INTERNATIONAL TRADE","FOREIGN AFFAIRS AND INTERNATIONAL TRADE","Northern dimension of Canada's foreign policy","Vuntut Gwitchin First Nation Old Crow YT",114711
2003/2004,"FOREIGN AFFAIRS AND INTERNATIONAL TRADE","FOREIGN AFFAIRS AND INTERNATIONAL TRADE","Northern dimension of Canada's foreign policy","Inuit Circumpolar Conference Ottawa Ont",150000
2003/2004,"FOREIGN AFFAIRS AND INTERNATIONAL TRADE","FOREIGN AFFAIRS AND INTERNATIONAL TRADE","Northern dimension of Canada's foreign policy","University of Saskatchewan Saskatoon Sask",108000
2003/2004,"FOREIGN AFFAIRS AND INTERNATIONAL TRADE","FOREIGN AFFAIRS AND INTERNATIONAL TRADE","Northern dimension of Canada's foreign policy","Artic Athabaskan Council Whitehorse YT",124858
2003/2004,"FOREIGN AFFAIRS AND INTERNATIONAL TRADE","FOREIGN AFFAIRS AND INTERNATIONAL TRADE","World Trade Organization","World Trade Organization Geneva CH",6581761
2003/2004,"FOREIGN AFFAIRS AND INTERNATIONAL TRADE","FOREIGN AFFAIRS AND INTERNATIONAL TRADE","Inter-American Institute for Cooperation on Agriculture","Inter-American Institute for Cooperation on Agriculture Washington DC USA",4541818
2003/2004,"FOREIGN AFFAIRS AND INTERNATIONAL TRADE","FOREIGN AFFAIRS AND INTERNATIONAL TRADE","United Nations peacekeeping operations","UN Force in Cyprus New York NY USA",723978
2003/2004,"FOREIGN AFFAIRS AND INTERNATIONAL TRADE","FOREIGN AFFAIRS AND INTERNATIONAL TRADE","United Nations peacekeeping operations","UN Mission in Ethiopia & Eritrea Addis ET",5758175
2003/2004,"FOREIGN AFFAIRS AND INTERNATIONAL TRADE","FOREIGN AFFAIRS AND INTERNATIONAL TRADE","United Nations peacekeeping operations","UN Observer Mission in Georgia New York NY USA",981769
2003/2004,"FOREIGN AFFAIRS AND INTERNATIONAL TRADE","FOREIGN AFFAIRS AND INTERNATIONAL TRADE","United Nations peacekeeping operations","UN Organization Mission in the Democratic Republic of Congo New York NY USA",19838904
2003/2004,"FOREIGN AFFAIRS AND INTERNATIONAL TRADE","FOREIGN AFFAIRS AND INTERNATIONAL TRADE","United Nations peacekeeping operations","UN Transitional Administration in East Timor New York NY USA",6442722
2003/2004,"FOREIGN AFFAIRS AND INTERNATIONAL TRADE","FOREIGN AFFAIRS AND INTERNATIONAL TRADE","United Nations peacekeeping operations","UN Mission in Kosovo New York NY USA",8369241
2003/2004,"FOREIGN AFFAIRS AND INTERNATIONAL TRADE","FOREIGN AFFAIRS AND INTERNATIONAL TRADE","United Nations peacekeeping operations","UN Mission Referendum in West Sahara New York NY USA",781648
2003/2004,"FOREIGN AFFAIRS AND INTERNATIONAL TRADE","FOREIGN AFFAIRS AND INTERNATIONAL TRADE","United Nations peacekeeping operations","UN Interim Force in Lebanon New York NY USA",2491658
2003/2004,"FOREIGN AFFAIRS AND INTERNATIONAL TRADE","FOREIGN AFFAIRS AND INTERNATIONAL TRADE","United Nations peacekeeping operations","UN Disengagement Obeservation Force New York NY USA",1381688
2003/2004,"FOREIGN AFFAIRS AND INTERNATIONAL TRADE","FOREIGN AFFAIRS AND INTERNATIONAL TRADE","United Nations peacekeeping operations","UN Mission in Sierra Leone New York NY É-U",14560754
2003/2004,"FOREIGN AFFAIRS AND INTERNATIONAL TRADE","FOREIGN AFFAIRS AND INTERNATIONAL TRADE","United Nations peacekeeping operations","UN Mission in Liberia New York NY É-U",15994672
2003/2004,"FOREIGN AFFAIRS AND INTERNATIONAL TRADE","FOREIGN AFFAIRS AND INTERNATIONAL TRADE","International Maritime Organization","International Maritime Organization London GB",402419
2003/2004,"FOREIGN AFFAIRS AND INTERNATIONAL TRADE","FOREIGN AFFAIRS AND INTERNATIONAL TRADE","International Atomic Energy Agency","International Atomic Energy Agency Vienna AT",9115454
2003/2004,"FOREIGN AFFAIRS AND INTERNATIONAL TRADE","FOREIGN AFFAIRS AND INTERNATIONAL TRADE","International Civil Aviation Organization","International Civil Aviation Organization Montreal Que",1503591
2003/2004,"FOREIGN AFFAIRS AND INTERNATIONAL TRADE","FOREIGN AFFAIRS AND INTERNATIONAL TRADE","International Energy Agency","Organization for Economic Cooperation and Development Paris FR",926991
2003/2004,"FOREIGN AFFAIRS AND INTERNATIONAL TRADE","FOREIGN AFFAIRS AND INTERNATIONAL TRADE","International Labour Organization","International Labour Organization Geneva CH",9236480
2003/2004,"FOREIGN AFFAIRS AND INTERNATIONAL TRADE","FOREIGN AFFAIRS AND INTERNATIONAL TRADE","North Atlantic Treaty Organization Civil Administration","NATO Civil Budget Brussels BE",14309518
2003/2004,"FOREIGN AFFAIRS AND INTERNATIONAL TRADE","FOREIGN AFFAIRS AND INTERNATIONAL TRADE","Science Programs","NATO Civil Budget Brussels BE",1412902
2003/2004,"FOREIGN AFFAIRS AND INTERNATIONAL TRADE","FOREIGN AFFAIRS AND INTERNATIONAL TRADE","Science Programs","NATO Science Budget Brussels BE",343265
2003/2004,"FOREIGN AFFAIRS AND INTERNATIONAL TRADE","FOREIGN AFFAIRS AND INTERNATIONAL TRADE","Nuclear Energy Agency of the Organization Economic Cooperation and Development","Organization for Economic Cooperation and Development Paris FR",533940
2003/2004,"FOREIGN AFFAIRS AND INTERNATIONAL TRADE","FOREIGN AFFAIRS AND INTERNATIONAL TRADE","Organization for Economic Cooperation and Development","OECD Centre for Education and Research Paris FR",10508000
2003/2004,"FOREIGN AFFAIRS AND INTERNATIONAL TRADE","FOREIGN AFFAIRS AND INTERNATIONAL TRADE","Organization for Economic Cooperation and Development - Centre for Education and Research","OECD Centre for Education and Research Paris FR",148000
2003/2004,"FOREIGN AFFAIRS AND INTERNATIONAL TRADE","FOREIGN AFFAIRS AND INTERNATIONAL TRADE","Roosevelt Campobello International Park Commission","Roosevelt Campobello International Park Commission Washington DC USA",1076547
2003/2004,"FOREIGN AFFAIRS AND INTERNATIONAL TRADE","FOREIGN AFFAIRS AND INTERNATIONAL TRADE","United Nations Educational, Scientific and Cultural Organization","United Nations Educational,Scientific and Cultural Organization Ottawa Ont",11592124
2003/2004,"FOREIGN AFFAIRS AND INTERNATIONAL TRADE","FOREIGN AFFAIRS AND INTERNATIONAL TRADE","United Nations Organization","United Nations Ogranization New York NY USA",62804292
2003/2004,"FOREIGN AFFAIRS AND INTERNATIONAL TRADE","FOREIGN AFFAIRS AND INTERNATIONAL TRADE","United Nations Voluntary Fund for the Environment","United Nations Environment Fund Nairobi KE",925000
2003/2004,"FOREIGN AFFAIRS AND INTERNATIONAL TRADE","FOREIGN AFFAIRS AND INTERNATIONAL TRADE","World Health Organization","World Health Organization Geneva CH",12804064
2003/2004,"FOREIGN AFFAIRS AND INTERNATIONAL TRADE","FOREIGN AFFAIRS AND INTERNATIONAL TRADE","Inter-American Drug Abuse Control Commission","Organization of American States Washington DC USA",599834
2003/2004,"FOREIGN AFFAIRS AND INTERNATIONAL TRADE","FOREIGN AFFAIRS AND INTERNATIONAL TRADE","World Intellectual Property Organization","World Intellectual Property Organization Geneva CH",482454
2003/2004,"FOREIGN AFFAIRS AND INTERNATIONAL TRADE","FOREIGN AFFAIRS AND INTERNATIONAL TRADE","Permanent Secretariat of the United Nations Convention on Biological Diversity","UNEP General Trust Fund Washington DC USA",1256000
2003/2004,"FOREIGN AFFAIRS AND INTERNATIONAL TRADE","FOREIGN AFFAIRS AND INTERNATIONAL TRADE","Grants to the Forest Products Association of Canada","Grants to the Forest Products Association of Canada Ottawa Ont",3000000
2003/2004,"FOREIGN AFFAIRS AND INTERNATIONAL TRADE","FOREIGN AFFAIRS AND INTERNATIONAL TRADE","International Criminal Court","International Criminal Court Den Haag NL",4376065
2003/2004,"FOREIGN AFFAIRS AND INTERNATIONAL TRADE","FOREIGN AFFAIRS AND INTERNATIONAL TRADE","International Criminal Court","Femme Africaines, Horizon Montréal Qué",836122
2003/2004,"FOREIGN AFFAIRS AND INTERNATIONAL TRADE","FOREIGN AFFAIRS AND INTERNATIONAL TRADE","Grant in support of trade-related technical assistance","International Trade Centre Geneva CH",130000
2003/2004,"FOREIGN AFFAIRS AND INTERNATIONAL TRADE","FOREIGN AFFAIRS AND INTERNATIONAL TRADE","Grant in support of trade-related technical assistance","World Trade Organization Geneva CH",205250
2003/2004,"FOREIGN AFFAIRS AND INTERNATIONAL TRADE","FOREIGN AFFAIRS AND INTERNATIONAL TRADE","Class of contributions to multilateral or international organizations or other G8 governments for initiatives related to the destruction, disposition or securing of Weapons of Mass Destruction in the Russian Federation and other countries of the Former Soviet Union","European Bank for Reconstruction London GB",32000000
2003/2004,"FOREIGN AFFAIRS AND INTERNATIONAL TRADE","FOREIGN AFFAIRS AND INTERNATIONAL TRADE","Class of contributions to multilateral or international organizations or other G8 governments for initiatives related to the destruction, disposition or securing of Weapons of Mass Destruction in the Russian Federation and other countries of the Former Soviet Union","International Atomic Energy Agency Vienna AT",2983511
2003/2004,"FOREIGN AFFAIRS AND INTERNATIONAL TRADE","FOREIGN AFFAIRS AND INTERNATIONAL TRADE","Class of contributions to multilateral or international organizations or other G8 governments for initiatives related to the destruction, disposition or securing of Weapons of Mass Destruction in the Russian Federation and other countries of the Former Soviet Union","International Crisis Group London GB",4000000
2003/2004,"FOREIGN AFFAIRS AND INTERNATIONAL TRADE","FOREIGN AFFAIRS AND INTERNATIONAL TRADE","Class of contributions to multilateral or international organizations or other G8 governments for initiatives related to the destruction, disposition or securing of Weapons of Mass Destruction in the Russian Federation and other countries of the Former Soviet Union","International Science Moscow RU",18471489
2003/2004,"FOREIGN AFFAIRS AND INTERNATIONAL TRADE","FOREIGN AFFAIRS AND INTERNATIONAL TRADE","Grants in support of activities related to mine action and explosive remnants of war","International Trust Fund Ljubljana SL",501236
2003/2004,"FOREIGN AFFAIRS AND INTERNATIONAL TRADE","FOREIGN AFFAIRS AND INTERNATIONAL TRADE","Grants in support of activities related to mine action and explosive remnants of war","NATO Brussels BE",150431
2003/2004,"FOREIGN AFFAIRS AND INTERNATIONAL TRADE","FOREIGN AFFAIRS AND INTERNATIONAL TRADE","Grants in support of activities related to mine action and explosive remnants of war","Organization of American States Washington DC USA",1446120
2003/2004,"FOREIGN AFFAIRS AND INTERNATIONAL TRADE","FOREIGN AFFAIRS AND INTERNATIONAL TRADE","Grants in support of activities related to mine action and explosive remnants of war","United Nations Children's Fund New York NY USA",181508
2003/2004,"FOREIGN AFFAIRS AND INTERNATIONAL TRADE","FOREIGN AFFAIRS AND INTERNATIONAL TRADE","Grants in support of activities related to mine action and explosive remnants of war","UN Mine Action Service New York NY USA",285997
2003/2004,"FOREIGN AFFAIRS AND INTERNATIONAL TRADE","Canadian International Development Agency","Development assistance as education and training for individuals","Banque Amex du Canada Scarborough Ont",109093
2003/2004,"FOREIGN AFFAIRS AND INTERNATIONAL TRADE","Canadian International Development Agency","Development assistance as education and training for individuals","Canadian Bureau for International Education Ottawa Ont",746139
2003/2004,"FOREIGN AFFAIRS AND INTERNATIONAL TRADE","Canadian International Development Agency","Development assistance as education and training for individuals","Cégep Saint-Jean-Sur-Richelieu Saint-Jean-Sur-Richelieu Que",6614841
2003/2004,"FOREIGN AFFAIRS AND INTERNATIONAL TRADE","Canadian International Development Agency","Development assistance as education and training for individuals","Université du Québec à Rimouski Rimouski Que",137353
2003/2004,"FOREIGN AFFAIRS AND INTERNATIONAL TRADE","Canadian International Development Agency","Development assistance as education and training for individuals","World Maritime University S-105 71 Stockholm SE",170000
2003/2004,"FOREIGN AFFAIRS AND INTERNATIONAL TRADE","Canadian International Development Agency","Grants to Canadian, international, regional and developing country institutions, organizations and agencies, developing country governments, their organizations and agencies, to provincial and municipal governments, their organizations and agencies in support of development cooperation and development education programs and to international non-governmental organizations in support of development assistance programs, projects and activities","Canadian Rotary Committee for International Development London Ont",1611628
2003/2004,"FOREIGN AFFAIRS AND INTERNATIONAL TRADE","Canadian International Development Agency","Grants to Canadian, international, regional and developing country institutions, organizations and agencies, developing country governments, their organizations and agencies, to provincial and municipal governments, their organizations and agencies in support of development cooperation and development education programs and to international non-governmental organizations in support of development assistance programs, projects and activities","Carleton University Ottawa Ont",227119
2003/2004,"FOREIGN AFFAIRS AND INTERNATIONAL TRADE","Canadian International Development Agency","Grants to Canadian, international, regional and developing country institutions, organizations and agencies, developing country governments, their organizations and agencies, to provincial and municipal governments, their organizations and agencies in support of development cooperation and development education programs and to international non-governmental organizations in support of development assistance programs, projects and activities","Disabled Peoples' International Winnipeg Man",200000
2003/2004,"FOREIGN AFFAIRS AND INTERNATIONAL TRADE","Canadian International Development Agency","Grants to Canadian, international, regional and developing country institutions, organizations and agencies, developing country governments, their organizations and agencies, to provincial and municipal governments, their organizations and agencies in support of development cooperation and development education programs and to international non-governmental organizations in support of development assistance programs, projects and activities","Human Rights Internet Ottawa Ont",120000
2003/2004,"FOREIGN AFFAIRS AND INTERNATIONAL TRADE","Canadian International Development Agency","Grants to Canadian, international, regional and developing country institutions, organizations and agencies, developing country governments, their organizations and agencies, to provincial and municipal governments, their organizations and agencies in support of development cooperation and development education programs and to international non-governmental organizations in support of development assistance programs, projects and activities","Instruct Peterborough Ont",233007
2003/2004,"FOREIGN AFFAIRS AND INTERNATIONAL TRADE","Canadian International Development Agency","Grants to Canadian, international, regional and developing country institutions, organizations and agencies, developing country governments, their organizations and agencies, to provincial and municipal governments, their organizations and agencies in support of development cooperation and development education programs and to international non-governmental organizations in support of development assistance programs, projects and activities","International Aids Vaccine New York NY USA",15000000
2003/2004,"FOREIGN AFFAIRS AND INTERNATIONAL TRADE","Canadian International Development Agency","Grants to Canadian, international, regional and developing country institutions, organizations and agencies, developing country governments, their organizations and agencies, to provincial and municipal governments, their organizations and agencies in support of development cooperation and development education programs and to international non-governmental organizations in support of development assistance programs, projects and activities","International Alert London UK",100000
2003/2004,"FOREIGN AFFAIRS AND INTERNATIONAL TRADE","Canadian International Development Agency","Grants to Canadian, international, regional and developing country institutions, organizations and agencies, developing country governments, their organizations and agencies, to provincial and municipal governments, their organizations and agencies in support of development cooperation and development education programs and to international non-governmental organizations in support of development assistance programs, projects and activities","International Federation Agriculture Producers Paris FR",120000
2003/2004,"FOREIGN AFFAIRS AND INTERNATIONAL TRADE","Canadian International Development Agency","Grants to Canadian, international, regional and developing country institutions, organizations and agencies, developing country governments, their organizations and agencies, to provincial and municipal governments, their organizations and agencies in support of development cooperation and development education programs and to international non-governmental organizations in support of development assistance programs, projects and activities","International Ocean Institute Gzira MT",198000
2003/2004,"FOREIGN AFFAIRS AND INTERNATIONAL TRADE","Canadian International Development Agency","Grants to Canadian, international, regional and developing country institutions, organizations and agencies, developing country governments, their organizations and agencies, to provincial and municipal governments, their organizations and agencies in support of development cooperation and development education programs and to international non-governmental organizations in support of development assistance programs, projects and activities","International Planned Parenthood London UK",4100000
2003/2004,"FOREIGN AFFAIRS AND INTERNATIONAL TRADE","Canadian International Development Agency","Grants to Canadian, international, regional and developing country institutions, organizations and agencies, developing country governments, their organizations and agencies, to provincial and municipal governments, their organizations and agencies in support of development cooperation and development education programs and to international non-governmental organizations in support of development assistance programs, projects and activities","International Women's Tribune Center New York NY USA",106000
2003/2004,"FOREIGN AFFAIRS AND INTERNATIONAL TRADE","Canadian International Development Agency","Grants to Canadian, international, regional and developing country institutions, organizations and agencies, developing country governments, their organizations and agencies, to provincial and municipal governments, their organizations and agencies in support of development cooperation and development education programs and to international non-governmental organizations in support of development assistance programs, projects and activities","Intosai Development Initiative Oslo NO",300000
2003/2004,"FOREIGN AFFAIRS AND INTERNATIONAL TRADE","Canadian International Development Agency","Grants to Canadian, international, regional and developing country institutions, organizations and agencies, developing country governments, their organizations and agencies, to provincial and municipal governments, their organizations and agencies in support of development cooperation and development education programs and to international non-governmental organizations in support of development assistance programs, projects and activities","Lakehead University Thunder Bay Ont",310076
2003/2004,"FOREIGN AFFAIRS AND INTERNATIONAL TRADE","Canadian International Development Agency","Grants to Canadian, international, regional and developing country institutions, organizations and agencies, developing country governments, their organizations and agencies, to provincial and municipal governments, their organizations and agencies in support of development cooperation and development education programs and to international non-governmental organizations in support of development assistance programs, projects and activities","North-South Institute Ottawa Ont",810000
2003/2004,"FOREIGN AFFAIRS AND INTERNATIONAL TRADE","Canadian International Development Agency","Grants to Canadian, international, regional and developing country institutions, organizations and agencies, developing country governments, their organizations and agencies, to provincial and municipal governments, their organizations and agencies in support of development cooperation and development education programs and to international non-governmental organizations in support of development assistance programs, projects and activities","Télé-Université Québec Que",148793
2003/2004,"FOREIGN AFFAIRS AND INTERNATIONAL TRADE","Canadian International Development Agency","Grants to Canadian, international, regional and developing country institutions, organizations and agencies, developing country governments, their organizations and agencies, to provincial and municipal governments, their organizations and agencies in support of development cooperation and development education programs and to international non-governmental organizations in support of development assistance programs, projects and activities","Université de Montréal Montreal Que",459431
2003/2004,"FOREIGN AFFAIRS AND INTERNATIONAL TRADE","Canadian International Development Agency","Grants to Canadian, international, regional and developing country institutions, organizations and agencies, developing country governments, their organizations and agencies, to provincial and municipal governments, their organizations and agencies in support of development cooperation and development education programs and to international non-governmental organizations in support of development assistance programs, projects and activities","Université du Québec à Montréal Montreal Que",522025
2003/2004,"FOREIGN AFFAIRS AND INTERNATIONAL TRADE","Canadian International Development Agency","Grants to Canadian, international, regional and developing country institutions, organizations and agencies, developing country governments, their organizations and agencies, to provincial and municipal governments, their organizations and agencies in support of development cooperation and development education programs and to international non-governmental organizations in support of development assistance programs, projects and activities","University of Calgary Calgary Alta",818065
2003/2004,"FOREIGN AFFAIRS AND INTERNATIONAL TRADE","Canadian International Development Agency","Grants to Canadian, international, regional and developing country institutions, organizations and agencies, developing country governments, their organizations and agencies, to provincial and municipal governments, their organizations and agencies in support of development cooperation and development education programs and to international non-governmental organizations in support of development assistance programs, projects and activities","University of Saskatchewan Saskatoon Sask",136849
2003/2004,"FOREIGN AFFAIRS AND INTERNATIONAL TRADE","Canadian International Development Agency","Grants to Canadian, international, regional and developing country institutions, organizations and agencies, developing country governments, their organizations and agencies, to provincial and municipal governments, their organizations and agencies in support of development cooperation and development education programs and to international non-governmental organizations in support of development assistance programs, projects and activities","University of Toronto Toronto Ont",1001976
2003/2004,"FOREIGN AFFAIRS AND INTERNATIONAL TRADE","Canadian International Development Agency","Grants to Canadian, international, regional and developing country institutions, organizations and agencies, developing country governments, their organizations and agencies, to provincial and municipal governments, their organizations and agencies in support of development cooperation and development education programs and to international non-governmental organizations in support of development assistance programs, projects and activities","World Conservation Union Gland SH",1885000
2003/2004,"FOREIGN AFFAIRS AND INTERNATIONAL TRADE","Canadian International Development Agency","Grants to Canadian, international, regional and developing country institutions, organizations and agencies, developing country governments, their organizations and agencies, to provincial and municipal governments, their organizations and agencies in support of development cooperation and development education programs and to international non-governmental organizations in support of development assistance programs, projects and activities","Debt Relief International Limited Gatineau Que",1000000
2003/2004,"FOREIGN AFFAIRS AND INTERNATIONAL TRADE","Canadian International Development Agency","Grants to Canadian, international, regional and developing country institutions, organizations and agencies, developing country governments, their organizations and agencies, to provincial and municipal governments, their organizations and agencies in support of development cooperation and development education programs and to international non-governmental organizations in support of development assistance programs, projects and activities","Organisation de Coopération et de Développement Économique Paris FR",420000
2003/2004,"FOREIGN AFFAIRS AND INTERNATIONAL TRADE","Canadian International Development Agency","Grants to Canadian, international, regional and developing country institutions, organizations and agencies, developing country governments, their organizations and agencies, to provincial and municipal governments, their organizations and agencies in support of development cooperation and development education programs and to international non-governmental organizations in support of development assistance programs, projects and activities","World Trade Organization Geneva CH",900000
2003/2004,"FOREIGN AFFAIRS AND INTERNATIONAL TRADE","Canadian International Development Agency","Development assistance to international development institutions and organizations for operations and general programs as well as specific programs and projects, to international financial institutions","African Development Bank Abidjan CI",3500000
2003/2004,"FOREIGN AFFAIRS AND INTERNATIONAL TRADE","Canadian International Development Agency","Development assistance to international development institutions and organizations for operations and general programs as well as specific programs and projects, to international financial institutions","Agence Inter-Gouvernementale de la Francophonie Paris FR",6880000
2003/2004,"FOREIGN AFFAIRS AND INTERNATIONAL TRADE","Canadian International Development Agency","Development assistance to international development institutions and organizations for operations and general programs as well as specific programs and projects, to international financial institutions","Agence Universitaire de la Francophonie Montreal Que",600000
2003/2004,"FOREIGN AFFAIRS AND INTERNATIONAL TRADE","Canadian International Development Agency","Development assistance to international development institutions and organizations for operations and general programs as well as specific programs and projects, to international financial institutions","Asian Development Bank Gatineau Que",1374140
2003/2004,"FOREIGN AFFAIRS AND INTERNATIONAL TRADE","Canadian International Development Agency","Development assistance to international development institutions and organizations for operations and general programs as well as specific programs and projects, to international financial institutions","Cab International Wallingford UK",100000
2003/2004,"FOREIGN AFFAIRS AND INTERNATIONAL TRADE","Canadian International Development Agency","Development assistance to international development institutions and organizations for operations and general programs as well as specific programs and projects, to international financial institutions","Carter Center Atlanta USA",750000
2003/2004,"FOREIGN AFFAIRS AND INTERNATIONAL TRADE","Canadian International Development Agency","Development assistance to international development institutions and organizations for operations and general programs as well as specific programs and projects, to international financial institutions","Center for International Forestry Jakarta JK",256934
2003/2004,"FOREIGN AFFAIRS AND INTERNATIONAL TRADE","Canadian International Development Agency","Development assistance to international development institutions and organizations for operations and general programs as well as specific programs and projects, to international financial institutions","Centro Internacional de Agricultura Gatineau Que",1448705
2003/2004,"FOREIGN AFFAIRS AND INTERNATIONAL TRADE","Canadian International Development Agency","Development assistance to international development institutions and organizations for operations and general programs as well as specific programs and projects, to international financial institutions","Centro International Mejor. Maiz Mexico Df MX",879983
2003/2004,"FOREIGN AFFAIRS AND INTERNATIONAL TRADE","Canadian International Development Agency","Development assistance to international development institutions and organizations for operations and general programs as well as specific programs and projects, to international financial institutions","Commonwealth Fund for Technical Cooperation London UK",13000000
2003/2004,"FOREIGN AFFAIRS AND INTERNATIONAL TRADE","Canadian International Development Agency","Development assistance to international development institutions and organizations for operations and general programs as well as specific programs and projects, to international financial institutions","Commonwealth of Learning Vancouver BC",2200000
2003/2004,"FOREIGN AFFAIRS AND INTERNATIONAL TRADE","Canadian International Development Agency","Development assistance to international development institutions and organizations for operations and general programs as well as specific programs and projects, to international financial institutions","Commonwealth Secretariat London UK",400000
2003/2004,"FOREIGN AFFAIRS AND INTERNATIONAL TRADE","Canadian International Development Agency","Development assistance to international development institutions and organizations for operations and general programs as well as specific programs and projects, to international financial institutions","Commonwealth Trade and Investment London UK",300000
2003/2004,"FOREIGN AFFAIRS AND INTERNATIONAL TRADE","Canadian International Development Agency","Development assistance to international development institutions and organizations for operations and general programs as well as specific programs and projects, to international financial institutions","Conférence des Ministres de Jeunesse et du Sport des Pays d'Expression Française Dakar SN",400000
2003/2004,"FOREIGN AFFAIRS AND INTERNATIONAL TRADE","Canadian International Development Agency","Development assistance to international development institutions and organizations for operations and general programs as well as specific programs and projects, to international financial institutions","Conférence des Ministres de l'Éducation des Pays Ayant le Français en Partage Dakar SN",500000
2003/2004,"FOREIGN AFFAIRS AND INTERNATIONAL TRADE","Canadian International Development Agency","Development assistance to international development institutions and organizations for operations and general programs as well as specific programs and projects, to international financial institutions","Consultative GR IN International Agricultural Research Washington DC USA",120000
2003/2004,"FOREIGN AFFAIRS AND INTERNATIONAL TRADE","Canadian International Development Agency","Development assistance to international development institutions and organizations for operations and general programs as well as specific programs and projects, to international financial institutions","European Bank for Reconstruction and Development London UK",1450000
2003/2004,"FOREIGN AFFAIRS AND INTERNATIONAL TRADE","Canadian International Development Agency","Development assistance to international development institutions and organizations for operations and general programs as well as specific programs and projects, to international financial institutions","Food & Agriculture Organisation of the UN Rome IT",500000
2003/2004,"FOREIGN AFFAIRS AND INTERNATIONAL TRADE","Canadian International Development Agency","Development assistance to international development institutions and organizations for operations and general programs as well as specific programs and projects, to international financial institutions","Foreign Investment Advisory Service Washington DC USA",1125000
2003/2004,"FOREIGN AFFAIRS AND INTERNATIONAL TRADE","Canadian International Development Agency","Development assistance to international development institutions and organizations for operations and general programs as well as specific programs and projects, to international financial institutions","Global Forum on Agricultural Research Secretariat Rome IT",1000000
2003/2004,"FOREIGN AFFAIRS AND INTERNATIONAL TRADE","Canadian International Development Agency","Development assistance to international development institutions and organizations for operations and general programs as well as specific programs and projects, to international financial institutions","Inter-American Development Bank Washington DC USA",6250000
2003/2004,"FOREIGN AFFAIRS AND INTERNATIONAL TRADE","Canadian International Development Agency","Development assistance to international development institutions and organizations for operations and general programs as well as specific programs and projects, to international financial institutions","International Bank for Reconstruction and Dev Washington DC USA",32700000
2003/2004,"FOREIGN AFFAIRS AND INTERNATIONAL TRADE","Canadian International Development Agency","Development assistance to international development institutions and organizations for operations and general programs as well as specific programs and projects, to international financial institutions","International Center for Living Aquatic Resources Management Penang MY",213131
2003/2004,"FOREIGN AFFAIRS AND INTERNATIONAL TRADE","Canadian International Development Agency","Development assistance to international development institutions and organizations for operations and general programs as well as specific programs and projects, to international financial institutions","International Centre for Research on Agro-Forestry Ottawa Ont",504715
2003/2004,"FOREIGN AFFAIRS AND INTERNATIONAL TRADE","Canadian International Development Agency","Development assistance to international development institutions and organizations for operations and general programs as well as specific programs and projects, to international financial institutions","International Centre Agricultural Research in Dry Area Alepo SY",745305
2003/2004,"FOREIGN AFFAIRS AND INTERNATIONAL TRADE","Canadian International Development Agency","Development assistance to international development institutions and organizations for operations and general programs as well as specific programs and projects, to international financial institutions","International Crops Research Patancheru AP",1336319
2003/2004,"FOREIGN AFFAIRS AND INTERNATIONAL TRADE","Canadian International Development Agency","Development assistance to international development institutions and organizations for operations and general programs as well as specific programs and projects, to international financial institutions","International Development Law Rome IT",100000
2003/2004,"FOREIGN AFFAIRS AND INTERNATIONAL TRADE","Canadian International Development Agency","Development assistance to international development institutions and organizations for operations and general programs as well as specific programs and projects, to international financial institutions","International Development Research Centre Ottawa Ont",1000000
2003/2004,"FOREIGN AFFAIRS AND INTERNATIONAL TRADE","Canadian International Development Agency","Development assistance to international development institutions and organizations for operations and general programs as well as specific programs and projects, to international financial institutions","International Finance Corporation Washington DC USA",2000000
2003/2004,"FOREIGN AFFAIRS AND INTERNATIONAL TRADE","Canadian International Development Agency","Development assistance to international development institutions and organizations for operations and general programs as well as specific programs and projects, to international financial institutions","International Food Policy Research Washington DC USA",766161
2003/2004,"FOREIGN AFFAIRS AND INTERNATIONAL TRADE","Canadian International Development Agency","Development assistance to international development institutions and organizations for operations and general programs as well as specific programs and projects, to international financial institutions","International Fund for Agricultural Research Rome IT",2690000
2003/2004,"FOREIGN AFFAIRS AND INTERNATIONAL TRADE","Canadian International Development Agency","Development assistance to international development institutions and organizations for operations and general programs as well as specific programs and projects, to international financial institutions","International Institute of Tropical Agriculture Croydon UK",1666667
2003/2004,"FOREIGN AFFAIRS AND INTERNATIONAL TRADE","Canadian International Development Agency","Development assistance to international development institutions and organizations for operations and general programs as well as specific programs and projects, to international financial institutions","International Labour Organization Geneva CH",3000000
